Time,Encoder,Drag,Pitch,Roll,Heave
Seconds,Meters,Newtons,Degrees,Degrees,mm
0.0000,0.0055208057,-0.2574652365,4.1722737374,0.2278990441,-0.9386247388
0.0100,0.0055208057,0.1364595643,4.1625719545,0.2278990441,-1.1887653554
0.0200,0.0055208057,-0.3572057871,4.1528701717,0.2376703947,-0.7385122439
0.0300,0.0055208057,-0.2927270473,4.1916773031,0.2669844468,-0.9886528623
0.0400,0.0055208057,-0.3128766535,4.1722737374,0.3158412000,-0.2382310007
0.0500,0.0055208057,-0.1627620875,4.2013790860,0.3549266025,-0.3382872501
0.0600,0.0055208057,-0.6685172025,4.2304844345,0.3744693037,-0.3132731878
0.0700,0.0055208057,-0.3038093307,4.1819755203,0.3353839012,-0.9636388005
0.0800,0.0055208057,-0.4478790148,4.1722737374,0.2083563427,-0.5383997477
0.0900,0.0055208057,-0.2625026380,4.2692915658,0.2767557974,-0.6134419340
0.1000,0.0055208057,-0.0992908280,4.2013790860,0.2083563427,-0.3633013124
0.1100,0.0055208057,-0.2917195670,4.2401862173,0.1985849920,-1.3888778471
0.1200,0.0055208057,-0.0972758674,4.2110808688,0.2767557974,-1.2888216014
0.1300,0.0055208057,-0.3028018504,4.2401862173,0.2767557974,-0.9386247388
0.1400,0.0055208057,-0.1798892527,4.2110808688,0.3256125506,-0.5133856856
0.1500,0.0055208057,0.0518312183,4.1722737374,0.3353839012,-0.6384559960
0.1600,0.0055208057,-0.2151510635,4.2692915658,0.4037833555,-0.3132731878
0.1700,0.0055208057,-0.3088467322,4.1722737374,0.3451552519,-0.3633013124
0.1800,0.0055208057,-0.7702727137,4.2304844345,0.3060698494,-0.5884278719
0.1900,0.0055208057,-0.3078392519,4.1819755203,0.2572130961,-0.2382310007
0.2000,0.0055208057,-0.3521683855,4.1819755203,0.2083563427,-0.4383434991
0.2100,0.0055208057,-0.4267219284,4.2498880002,0.2474417454,-0.0631325636
0.2200,0.0055208057,-0.1436199616,4.1722737374,0.1888136413,-0.3132731878
0.2300,0.0055208057,0.1394820052,4.2110808688,0.2181276934,0.6372611958
0.2400,0.0055208057,-0.2524278349,4.2401862173,0.3256125506,-0.5884278719
0.2500,0.0055208057,-0.2050762604,4.1916773031,0.3256125506,-0.6884841200
0.2600,0.0055208057,-0.0338046079,4.1819755203,0.3256125506,-1.1637512938
0.2700,0.0055208057,-0.4418341330,4.1528701717,0.2865271481,-0.9636388005
0.2800,0.0055208057,-0.6040384627,4.2110808688,0.3158412000,-0.1631888135
0.2900,0.0055208057,-0.0106325608,4.1528701717,0.2278990441,-1.3638637857
0.3000,0.0055208057,0.0619060214,4.1722737374,0.2181276934,0.2370361884
0.3100,0.0055208057,-0.7481081469,4.1528701717,0.2278990441,-0.0631325636
0.3200,0.0055208057,-0.3561983067,4.1334666059,0.2669844468,-0.9886528623
0.3300,0.0055208057,-0.4257144481,4.1722737374,0.2865271481,-0.8885966152
0.3400,0.0055208057,-0.3551908264,4.2304844345,0.3842406543,-0.6634700580
0.3500,0.0055208057,0.0115320060,4.1819755203,0.3451552519,-1.0386809857
0.3600,0.0055208057,-0.2957494882,4.2110808688,0.3744693037,-0.8885966152
0.3700,0.0055208057,-0.1627620875,4.2110808688,0.2572130961,-1.8141168873
0.3800,0.0055208057,-0.6463526357,4.2013790860,0.1692709399,-1.4138919085
0.3900,0.0055208057,-0.1980238983,4.1916773031,0.2181276934,-0.8885966152
0.4000,0.0055208057,-0.1013057886,4.2110808688,0.1790422906,-0.2632450631
0.4100,0.0055208057,0.0407489349,4.1722737374,0.1888136413,-0.0631325636
0.4200,0.0055208057,-0.2917195670,4.2304844345,0.2669844468,-0.0631325636
0.4300,0.0055208057,-0.2876896457,4.2304844345,0.3940120049,-1.4639200311
0.4400,0.0055208057,0.1888485403,4.2110808688,0.3744693037,-0.4633575613
0.4500,0.0055208057,-0.2463829531,4.2304844345,0.3940120049,-0.7134981820
0.4600,0.0055208057,-0.7037790133,4.2110808688,0.3451552519,-0.4133294369
0.4700,0.0055208057,-0.5204175971,4.2013790860,0.2767557974,-0.7635263059
0.4800,0.0055208057,0.0760107457,4.2110808688,0.2474417454,-0.4383434991
0.4900,0.0055208057,-0.3823927948,4.1722737374,0.1790422906,-0.6634700580
0.5000,0.0055208057,-0.5153801955,4.2304844345,0.1985849920,-0.0881466261
0.5100,0.0055208057,-0.5143727152,4.2013790860,0.2181276934,-0.5634138098
0.5200,0.0055208057,-0.2463829531,4.2401862173,0.2865271481,0.6372611958
0.5300,0.0055208057,-0.2020538195,4.2110808688,0.3744693037,0.0119096241
0.5400,0.0055208057,-0.2635101183,4.2013790860,0.3842406543,-1.1637512938
0.5500,0.0055208057,-0.0136550018,4.1722737374,0.3158412000,0.0619377494
0.5600,0.0055208057,-0.4559388573,4.2207826517,0.3646979531,-1.1137231706
0.5700,0.0055208057,-0.1637695678,4.2304844345,0.3353839012,0.1119658747
0.5800,0.0055208057,-0.0136550018,4.1916773031,0.2181276934,-0.6134419340
0.5900,0.0055208057,-0.3763479129,4.1916773031,0.2278990441,-1.2888216014
0.6000,0.0055208057,0.3037012955,4.2498880002,0.2474417454,-1.1887653554
0.6100,0.0055208057,-0.3330262596,4.2110808688,0.2669844468,-0.9886528623
0.6200,0.0055208057,-0.4932156287,4.1916773031,0.2669844468,-0.9136106770
0.6300,0.0055208057,-0.2695550002,4.2498880002,0.3549266025,-1.3138356629
0.6400,0.0055208057,0.1022052338,4.2983969142,0.3744693037,-1.0636950474
0.6500,0.0055208057,0.1979158631,4.2595897830,0.3549266025,0.2620502512
0.6600,0.0055208057,0.3611276731,4.2013790860,0.2962984987,-0.2132169384
0.6700,0.0055208057,-0.1909715361,4.2692915658,0.2669844468,-1.6640325209
0.6800,0.0055208057,-0.4186620859,4.2110808688,0.2767557974,-1.2137794169
0.6900,0.0055208057,-0.6584423994,4.2207826517,0.2865271481,-0.8385684915
0.7000,0.0055208057,-0.2755998820,4.2013790860,0.2962984987,-0.4383434991
0.7100,0.0055208057,-0.3753404326,4.1722737374,0.2767557974,-1.1387372322
0.7200,0.0055208057,-0.1446274419,4.2110808688,0.2962984987,0.2620502512
0.7300,0.0055208057,-0.7259435801,4.1916773031,0.3158412000,-0.0131044385
0.7400,0.0055208057,-0.7793400364,4.1334666059,0.2962984987,-1.1137231706
0.7500,0.0055208057,-0.4116097237,4.2304844345,0.3646979531,0.4621627544
0.7600,0.0055208057,0.2593721619,4.1916773031,0.2865271481,-0.4133294369
