Time,Encoder,Drag,Pitch,Roll,Heave
Seconds,Meters,Newtons,Degrees,Degrees,mm
0.0000,-0.0011041611,-0.5093353137,4.6185557437,0.2083563427,0.0572869406
0.0100,-0.0011041611,0.1979158631,4.6476610916,0.2083563427,-1.4185423295
0.0200,-0.0011041611,-0.3088467322,4.6185557437,0.2083563427,0.0823009967
0.0300,-0.0011041611,-0.0317896473,4.5894503958,0.2376703947,-0.4680082321
0.0400,-0.0011041611,-0.2111211423,4.5506432652,0.2376703947,-1.1934158357
0.0500,-0.0011041611,-0.3582132674,4.6379593090,0.3256125506,-0.4680082321
0.0600,-0.0011041611,0.1072426353,4.6185557437,0.3353839012,-0.4179801209
0.0700,-0.0011041611,-0.1335451585,4.6282575263,0.3353839012,-0.5430503989
0.0800,-0.0011041611,-0.5546719276,4.6573628742,0.3549266025,-1.0683455605
0.0900,-0.0011041611,0.0085095650,4.6088539611,0.2962984987,-0.3679520095
0.1000,-0.0011041611,-0.4247069677,4.6282575263,0.2767557974,-1.0933596156
0.1100,-0.0011041611,-0.7309809816,4.6379593090,0.1888136413,-1.5185985485
0.1200,-0.0011041611,-0.3370561809,4.5991521785,0.2083563427,-0.9682893400
0.1300,-0.0011041611,-0.0106325608,4.6282575263,0.2278990441,-1.2184298906
0.1400,-0.0011041611,0.1928784615,4.6379593090,0.2572130961,-1.1934158357
0.1500,-0.0011041611,-0.0237298048,4.6282575263,0.2669844468,-0.1678395632
0.1600,-0.0011041611,-0.3300038187,4.6573628742,0.3158412000,-0.7181487872
0.1700,-0.0011041611,0.0004497226,4.5797486132,0.3158412000,-1.0683455605
0.1800,-0.0011041611,-0.2373156303,4.6185557437,0.3158412000,-0.6180925654
0.1900,-0.0011041611,-0.1123880720,4.5894503958,0.2962984987,-0.6180925654
0.2000,-0.0011041611,-0.1053357099,4.5991521785,0.2767557974,-0.8682331191
0.2100,-0.0011041611,0.0669434229,4.6476610916,0.2767557974,0.4825258970
