Time,Encoder,Drag,Pitch,Roll,Heave
Seconds,Meters,Newtons,Degrees,Degrees,mm
0.0000,0.0011041611,-0.3672805901,4.5991521785,0.3353839012,0.8327226894
0.0100,0.0011041611,0.2634020832,4.6185557437,0.3940120049,0.5575680665
0.0200,0.0011041611,-0.0448868913,4.6767664394,0.4526401084,-0.5180363433
0.0300,0.0011041611,-0.0952609068,4.6379593090,0.4037833555,-0.5180363433
0.0400,0.0011041611,-0.8015046032,4.6379593090,0.3256125506,0.7076524059
0.0500,0.0011041611,-0.2504128743,4.6379593090,0.2572130961,-1.1684017807
0.0600,0.0011041611,0.1132875171,4.6282575263,0.2083563427,0.5075399535
0.0700,0.0011041611,0.1727288554,4.6088539611,0.1790422906,-0.9682893400
0.0800,0.0011041611,-0.3431010627,4.6476610916,0.1399568877,-1.8187672031
0.0900,0.0011041611,-0.6211656280,4.6185557437,0.1594995892,0.0072588285
0.1000,0.0011041611,-0.6755695646,4.6185557437,0.1985849920,-1.6936969307
0.1100,0.0011041611,-0.2625026380,4.6573628742,0.2767557974,-0.3179238981
0.1200,0.0011041611,0.0054871241,4.5797486132,0.3158412000,-1.3184861103
0.1300,0.0011041611,0.1314221627,4.6573628742,0.3940120049,-1.2684580005
0.1400,0.0011041611,-0.3511609052,4.6088539611,0.3842406543,-0.1678395632
0.1500,0.0011041611,-0.3662731098,4.6282575263,0.3842406543,-0.2678957865
0.1600,0.0011041611,-0.1234703554,4.6573628742,0.3549266025,-0.9182612296
0.1700,0.0011041611,0.1112725565,4.6379593090,0.2669844468,-0.2929098423
0.1800,0.0011041611,-0.0781337415,4.6670646568,0.2083563427,-1.0433315054
0.1900,0.0011041611,-0.2141435832,4.5991521785,0.1301855370,0.0072588285
0.2000,0.0011041611,-0.1748518512,4.6476610916,0.1399568877,0.5825821230
0.2100,0.0011041611,-0.4015349206,4.5991521785,0.2083563427,-1.2434439456
0.2200,0.0011041611,-0.3431010627,4.5991521785,0.2181276934,0.6326102361
0.2300,0.0011041611,-0.2715699608,4.6185557437,0.2865271481,-1.1684017807
0.2400,0.0011041611,0.2865741303,4.6670646568,0.2865271481,-0.3929660652
0.2500,0.0011041611,-0.2715699608,4.6185557437,0.3646979531,-0.3179238981
0.2600,0.0011041611,-0.0408569701,4.6573628742,0.4135547061,-0.9182612296
0.2700,0.0011041611,-1.2105416086,4.6476610916,0.3940120049,-0.4179801209
0.2800,0.0011041611,-0.5748215338,4.6088539611,0.3646979531,-0.4930222877
0.2900,0.0011041611,-0.0368270489,4.6088539611,0.2474417454,-0.0177552276
0.3000,0.0011041611,-0.0741038203,4.6476610916,0.2572130961,-0.8932471744
0.3100,0.0011041611,-0.0207073639,4.5991521785,0.1399568877,0.0572869406
0.3200,0.0011041611,-0.4801183847,4.6185557437,0.1594995892,-1.5436126031
0.3300,0.0011041611,0.2069831859,4.6185557437,0.1692709399,0.1823572212
0.3400,0.0011041611,-0.2211959454,4.6379593090,0.1301855370,-0.4179801209
0.3500,0.0011041611,-0.1315301979,4.6282575263,0.2474417454,-0.9682893400
0.3600,0.0011041611,-0.5355298017,4.5894503958,0.2865271481,0.2323853336
0.3700,0.0011041611,-0.0902235052,4.6282575263,0.3451552519,-1.7437250398
0.3800,0.0011041611,0.2140355480,4.6767664394,0.3842406543,-1.2934720554
0.3900,0.0011041611,-0.3803778342,4.6476610916,0.3940120049,0.0823009967
0.4000,0.0011041611,-0.7672502727,4.6476610916,0.3744693037,-0.9432752848
0.4100,0.0011041611,-0.2876896457,4.6282575263,0.3353839012,-1.6186547670
0.4200,0.0011041611,0.0024646832,4.5991521785,0.2474417454,-0.8182050086
0.4300,0.0011041611,-0.4831408257,4.6088539611,0.1888136413,0.6075961795
0.4400,0.0011041611,-0.0015652381,4.5603450479,0.1985849920,-1.5936407124
0.4500,0.0011041611,-0.1909715361,4.5991521785,0.1399568877,1.2329476004
0.4600,0.0011041611,-0.5173951562,4.6573628742,0.1594995892,-1.0683455605
0.4700,0.0011041611,-0.1154105129,4.5991521785,0.1985849920,0.5075399535
0.4800,0.0011041611,0.1132875171,4.6573628742,0.2767557974,0.2323853336
0.4900,0.0011041611,-0.2353006697,4.6185557437,0.3256125506,-0.4930222877
0.5000,0.0011041611,-0.0610065763,4.5991521785,0.3549266025,-1.2184298906
0.5100,0.0011041611,-0.9254246812,4.5991521785,0.3842406543,0.1823572212
0.5200,0.0011041611,-0.4398191724,4.6282575263,0.3646979531,-0.5430503989
0.5300,0.0011041611,-0.3209364959,4.5797486132,0.3353839012,-0.4930222877
