Time,Encoder,Drag,Pitch,Roll,Heave
Seconds,Meters,Newtons,Degrees,Degrees,mm
0.0000,0.0000000000,0.3353504116,3.7453952862,0.4624114589,-1.0612079840
0.0100,0.0000000000,0.0260539568,3.7356935031,0.4135547061,0.3896078883
0.0200,0.0000000000,-0.1814869868,3.7939042016,0.4135547061,0.3896078883
0.0300,0.0000000000,-0.2721602146,3.7453952862,0.4233260567,-0.4608703905
0.0400,0.0000000000,-0.1190232077,3.7356935031,0.3842406543,0.3145656862
0.0500,0.0000000000,0.2265425382,3.7745006355,0.4721828095,-0.3107859902
0.0600,0.0000000000,-0.0192826571,3.7939042016,0.5112682117,0.6147344957
0.0700,0.0000000000,-0.1774570656,3.7842024186,0.5698963148,0.0644250140
0.0800,0.0000000000,-0.0162602162,3.8230095508,0.5698963148,-0.3107859902
0.0900,0.0000000000,0.1842283652,3.7453952862,0.4917255106,-0.8610954542
0.1000,0.0000000000,0.0562783660,3.7550970693,0.4624114589,-0.1607015891
0.1100,0.0000000000,-0.4797011582,3.7550970693,0.4721828095,-0.9861657855
0.1200,0.0000000000,-0.0343948618,3.7842024186,0.4624114589,-0.2607578566
0.1300,0.0000000000,0.4884874185,3.7647988524,0.3940120049,-0.0606453212
0.1400,0.0000000000,0.0744130116,3.7647988524,0.4135547061,0.6647626309
0.1500,0.0000000000,-0.1714121838,3.7842024186,0.4428687578,-0.7110110560
0.1600,0.0000000000,-0.2248086401,3.7647988524,0.4819541600,-0.1106734552
0.1700,0.0000000000,0.1217645861,3.7550970693,0.5503536137,1.2901143283
0.1800,0.0000000000,-0.1754421050,3.7647988524,0.5405822632,0.2145094171
0.1900,0.0000000000,0.1368767907,3.8036059847,0.5308109127,-0.7860532552
0.2000,0.0000000000,0.1449366332,3.7550970693,0.4721828095,0.1144531483
0.2100,0.0000000000,-0.1472326563,3.7550970693,0.4428687578,-0.3858281904
0.2200,0.0000000000,-0.0716716332,3.7453952862,0.4135547061,1.1400299197
0.2300,0.0000000000,0.1328468695,3.7453952862,0.4428687578,-0.0856593882
0.2400,0.0000000000,0.2174752154,3.7842024186,0.4037833555,0.9399173761
0.2500,0.0000000000,-0.0434621845,3.7453952862,0.4721828095,0.3395797535
0.2600,0.0000000000,-0.0142452556,3.7842024186,0.5210395622,-0.0606453212
0.2700,0.0000000000,-0.3799606077,3.7162899369,0.4917255106,-0.3107859902
0.2800,0.0000000000,-0.1311129714,3.7939042016,0.4917255106,0.1394672155
0.2900,0.0000000000,0.0844878147,3.7939042016,0.5796676653,-0.7110110560
0.3000,0.0000000000,0.1691161606,3.7550970693,0.5210395622,-1.2363064464
0.3100,0.0000000000,0.1116897830,3.7550970693,0.4526401084,-0.3608141237
0.3200,0.0000000000,0.1036299405,3.8133077678,0.4330974072,-0.6109547900
0.3300,0.0000000000,-0.7033617868,3.7453952862,0.3940120049,0.4146219557
0.3400,0.0000000000,0.0623232479,3.7745006355,0.4135547061,0.1644812826
