Time,Encoder,Drag,Pitch,Roll,Heave
Seconds,Meters,Newtons,Degrees,Degrees,mm
0.0000,0.0000000000,-0.4478790148,4.6379593090,0.3451552519,-0.9933033952
0.0100,0.0000000000,-0.0539542141,4.5894503958,0.3256125506,-1.5436126031
0.0200,0.0000000000,-0.0741038203,4.6573628742,0.2865271481,-0.2428817307
0.0300,0.0000000000,0.0558611395,4.6573628742,0.2572130961,-0.5680644544
0.0400,0.0000000000,-0.3541833461,4.6379593090,0.1790422906,0.4324977842
0.0500,0.0000000000,0.1384745249,4.6767664394,0.2181276934,1.1579054291
0.0600,0.0000000000,-0.2413455515,4.6282575263,0.2376703947,-0.0677833395
0.0700,0.0000000000,-0.2252258666,4.6573628742,0.2767557974,-0.5430503989
0.0800,0.0000000000,-0.1859341346,4.6185557437,0.3158412000,-0.3929660652
0.0900,0.0000000000,-0.4629912195,4.6379593090,0.3158412000,-0.0177552276
0.1000,0.0000000000,-0.1123880720,4.6767664394,0.4330974072,-0.9432752848
0.1100,0.0000000000,-0.0227223245,4.6379593090,0.3646979531,-0.1178114514
0.1200,0.0000000000,-0.1093656311,4.6088539611,0.2962984987,-1.6186547670
0.1300,0.0000000000,-0.2393305909,4.5991521785,0.2572130961,-0.3179238981
0.1400,0.0000000000,-0.1980238983,4.5894503958,0.1594995892,-0.6431066209
0.1500,0.0000000000,-0.0660439778,4.5409414825,0.1106428355,-1.2684580005
0.1600,0.0000000000,0.0286591712,4.5797486132,0.1692709399,-0.3929660652
0.1700,0.0000000000,-0.4045573616,4.5894503958,0.2767557974,0.1323291089
0.1800,0.0000000000,-0.3823927948,4.6282575263,0.3646979531,-0.4930222877
0.1900,0.0000000000,-0.2534353153,4.6476610916,0.4135547061,-1.5436126031
0.2000,0.0000000000,0.0135469666,4.6185557437,0.4330974072,0.3574556150
0.2100,0.0000000000,-0.1194404342,4.6670646568,0.3842406543,0.3574556150
0.2200,0.0000000000,-0.1405975207,4.6670646568,0.3353839012,-0.2428817307
0.2300,0.0000000000,-0.4982530303,4.6670646568,0.2083563427,-0.3179238981
0.2400,0.0000000000,-0.1577246859,4.6282575263,0.1301855370,0.3074275024
0.2500,0.0000000000,-0.3098542125,4.6282575263,0.0911001340,-0.8432190639
0.2600,0.0000000000,0.1948934222,4.6573628742,0.1594995892,-0.0677833395
0.2700,0.0000000000,0.3802697990,4.6864682220,0.2669844468,-1.4435563843
0.2800,0.0000000000,-0.2262333469,4.6670646568,0.3353839012,0.1323291089
0.2900,0.0000000000,-0.1275002767,4.6476610916,0.3940120049,-0.6180925654
0.3000,0.0000000000,-0.7551605090,4.6573628742,0.4526401084,0.9577929735
0.3100,0.0000000000,-0.1819042133,4.6476610916,0.4135547061,-0.1678395632
0.3200,0.0000000000,0.0508237380,4.6282575263,0.3451552519,-0.7181487872
0.3300,0.0000000000,-0.3269813778,4.6088539611,0.2572130961,0.9828070304
0.3400,0.0000000000,-0.4539238967,4.5894503958,0.1888136413,-0.3929660652
0.3500,0.0000000000,-0.1939939770,4.5603450479,0.1301855370,-1.0183174503
0.3600,0.0000000000,-0.6272105098,4.5700468305,0.1594995892,-0.2178676749
0.3700,0.0000000000,-0.5899337384,4.6379593090,0.2767557974,-0.5180363433
0.3800,0.0000000000,0.1717213751,4.6476610916,0.3158412000,-0.3679520095
0.3900,0.0000000000,0.0427638955,4.6476610916,0.3842406543,-0.0927973955
0.4000,0.0000000000,-0.2131361029,4.6573628742,0.3549266025,-0.7931909533
0.4100,0.0000000000,-0.3985124797,4.6573628742,0.3646979531,0.6326102361
0.4200,0.0000000000,0.0155619272,4.6670646568,0.3060698494,-0.3179238981
0.4300,0.0000000000,0.2049682252,4.6573628742,0.2181276934,-0.1928536191
0.4400,0.0000000000,0.0709733442,4.6282575263,0.1497282385,0.0322728845
0.4500,0.0000000000,-0.0630215369,4.6185557437,0.1985849920,-1.7187109853
0.4600,0.0000000000,-0.5425821639,4.5991521785,0.2083563427,-0.5180363433
0.4700,0.0000000000,-0.5788514550,4.6573628742,0.2962984987,0.0823009967
0.4800,0.0000000000,-0.0791412218,4.6573628742,0.4135547061,-0.1428255073
0.4900,0.0000000000,0.0387339743,4.6282575263,0.4037833555,-1.1684017807
0.5000,0.0000000000,0.0860855488,4.6379593090,0.4428687578,-0.2929098423
0.5100,0.0000000000,-0.6352703523,4.5603450479,0.3158412000,0.2323853336
0.5200,0.0000000000,-0.5355298017,4.5700468305,0.2767557974,-0.5180363433
0.5300,0.0000000000,-0.3864227160,4.5797486132,0.1790422906,-1.6436688216
0.5400,0.0000000000,-0.0378345292,4.5894503958,0.1497282385,-1.2684580005
0.5500,0.0000000000,-0.3773553932,4.6185557437,0.1790422906,0.0823009967
0.5600,0.0000000000,0.0075020847,4.5797486132,0.1985849920,-0.4179801209
0.5700,0.0000000000,-0.4075798025,4.6670646568,0.3256125506,-0.0927973955
0.5800,0.0000000000,-0.3541833461,4.6282575263,0.3646979531,-0.2428817307
0.5900,0.0000000000,-0.0599990960,4.6670646568,0.4135547061,-0.6431066209
0.6000,0.0000000000,-0.1093656311,4.6379593090,0.4233260567,0.6826383493
0.6100,0.0000000000,0.0125394863,4.6185557437,0.3158412000,-0.9432752848
0.6200,0.0000000000,0.0185843681,4.6573628742,0.2474417454,-0.7431628426
0.6300,0.0000000000,-0.4085872828,4.6767664394,0.2572130961,-1.5436126031
0.6400,0.0000000000,0.2069831859,4.6088539611,0.1692709399,-0.4680082321
0.6500,0.0000000000,0.2775068075,4.5991521785,0.1790422906,0.6326102361
0.6600,0.0000000000,-0.4700435816,4.6282575263,0.2278990441,-1.2684580005
0.6700,0.0000000000,-0.1798892527,4.6088539611,0.2865271481,-1.0933596156
0.6800,0.0000000000,-0.7601979106,4.6670646568,0.3549266025,-0.0927973955
0.6900,0.0000000000,-0.4901931878,4.6379593090,0.3646979531,-0.4930222877
0.7000,0.0000000000,-0.0066026396,4.5797486132,0.3646979531,-0.1178114514
0.7100,0.0000000000,-0.0569766550,4.6282575263,0.2962984987,-1.1684017807
0.7200,0.0000000000,-0.4398191724,4.6185557437,0.2669844468,-1.4935844938
0.7300,0.0000000000,-0.2987719291,4.5991521785,0.2669844468,-1.0433315054
0.7400,0.0000000000,0.1374670446,4.6185557437,0.2767557974,-0.0927973955
0.7500,0.0000000000,0.0719808245,4.6088539611,0.2767557974,0.0823009967
0.7600,0.0000000000,-0.1305227176,4.6961700046,0.3060698494,-0.1178114514
0.7700,0.0000000000,0.2059757056,4.6476610916,0.3158412000,0.5325540100
0.7800,0.0000000000,-0.3551908264,4.6088539611,0.2278990441,-0.2678957865
0.7900,0.0000000000,-0.2604876774,4.5991521785,0.2474417454,-1.0933596156
0.8000,0.0000000000,-0.3612357083,4.6282575263,0.2474417454,0.2573993899
0.8100,0.0000000000,0.0155619272,4.6088539611,0.2376703947,0.0823009967
0.8200,0.0000000000,0.1515717689,4.6185557437,0.2181276934,-0.7431628426
0.8300,0.0000000000,-0.2594801971,4.6573628742,0.2669844468,-0.4179801209
0.8400,0.0000000000,0.0205993287,4.5991521785,0.3256125506,-0.6180925654
0.8500,0.0000000000,-0.2937345276,4.6088539611,0.2962984987,-0.8182050086
0.8600,0.0000000000,0.1697064144,4.6476610916,0.3158412000,0.9577929735
0.8700,0.0000000000,0.2654170438,4.5797486132,0.2865271481,-0.1178114514
0.8800,0.0000000000,0.0971678322,4.6573628742,0.2865271481,0.3824696714
0.8900,0.0000000000,0.0508237380,4.5894503958,0.2767557974,-0.2178676749
0.9000,0.0000000000,-0.5687766519,4.6185557437,0.2083563427,0.4825258970
0.9100,0.0000000000,-0.1436199616,4.5991521785,0.2572130961,0.4074837278
0.9200,0.0000000000,-0.5032904318,4.6282575263,0.2376703947,0.3324415587
0.9300,0.0000000000,-0.1204479145,4.6088539611,0.2767557974,-0.0427692836
0.9400,0.0000000000,-0.1184329539,4.6379593090,0.3158412000,-0.2178676749
0.9500,0.0000000000,-0.6806069662,4.6282575263,0.2865271481,-0.7431628426
0.9600,0.0000000000,0.0306741318,4.6282575263,0.3549266025,-0.8682331191
0.9700,0.0000000000,0.0296666515,4.6088539611,0.2572130961,-0.2678957865
0.9800,0.0000000000,0.1666839735,4.6670646568,0.3158412000,-1.0183174503
0.9900,0.0000000000,-0.1718294102,4.6476610916,0.2376703947,0.1073150528
1.0000,0.0000000000,-0.7118388557,4.6185557437,0.2278990441,-0.1678395632
1.0100,0.0000000000,0.1757512963,4.6282575263,0.2572130961,0.8577367462
1.0200,0.0000000000,0.1556016901,4.6379593090,0.2669844468,0.0322728845
1.0300,0.0000000000,0.3641501140,4.6282575263,0.2767557974,-1.3935282747
1.0400,0.0000000000,-0.5435896442,4.6379593090,0.2962984987,-0.2678957865
