Time,Encoder,Drag,Pitch,Roll,Heave
Seconds,Meters,Newtons,Degrees,Degrees,mm
0.0000,0.0016562417,-0.0761187809,4.6282575263,0.2767557974,-0.9182612296
0.0100,0.0016562417,0.0719808245,4.6088539611,0.3060698494,-0.1428255073
0.0200,0.0016562417,-0.3682880705,4.6476610916,0.2572130961,-0.2428817307
0.0300,0.0016562417,-0.5053053924,4.6185557437,0.2083563427,-1.4685704390
0.0400,0.0016562417,0.0739957851,4.5603450479,0.2083563427,-0.6431066209
0.0500,0.0016562417,0.1828036585,4.6185557437,0.2474417454,-0.0677833395
0.0600,0.0016562417,-0.2846672048,4.6185557437,0.2767557974,-0.1678395632
0.0700,0.0016562417,-0.6080683839,4.6282575263,0.2767557974,1.1579054291
0.0800,0.0016562417,-0.5466120851,4.6282575263,0.2865271481,-0.0927973955
0.0900,0.0016562417,-0.4851557863,4.5991521785,0.3158412000,-0.8682331191
0.1000,0.0016562417,0.0175768878,4.6185557437,0.3549266025,0.6576242927
0.1100,0.0016562417,0.3722099565,4.5991521785,0.2962984987,-1.0183174503
0.1200,0.0016562417,0.1384745249,4.6573628742,0.2669844468,-0.6431066209
0.1300,0.0016562417,-0.2121286226,4.6379593090,0.2572130961,-0.1928536191
0.1400,0.0016562417,-0.5687766519,4.6185557437,0.2865271481,-1.2934720554
0.1500,0.0016562417,-0.1738443709,4.6185557437,0.1790422906,-0.6931347318
0.1600,0.0016562417,-0.1335451585,4.6282575263,0.2376703947,-0.1678395632
0.1700,0.0016562417,-0.0307821670,4.6282575263,0.2181276934,-0.7681768979
0.1800,0.0016562417,0.2644095635,4.6379593090,0.2767557974,-1.2934720554
0.1900,0.0016562417,0.1011977534,4.6088539611,0.2767557974,0.3824696714
0.2000,0.0016562417,-0.3894451569,4.5991521785,0.2474417454,-1.0683455605
0.2100,0.0016562417,-0.2897046064,4.6185557437,0.3256125506,-0.4680082321
0.2200,0.0016562417,-0.2866821654,4.5797486132,0.3158412000,-1.3685142199
0.2300,0.0016562417,0.1505642886,4.6379593090,0.2767557974,-0.6681206763
0.2400,0.0016562417,-0.2625026380,4.5797486132,0.2767557974,0.0823009967
0.2500,0.0016562417,-0.5617242897,4.6573628742,0.2572130961,-1.4185423295
0.2600,0.0016562417,-0.5587018488,4.5991521785,0.2474417454,-0.4179801209
0.2700,0.0016562417,-0.3370561809,4.6185557437,0.1888136413,-0.0677833395
0.2800,0.0016562417,0.0024646832,4.6088539611,0.2474417454,-0.2178676749
0.2900,0.0016562417,-0.1133955523,4.6476610916,0.2962984987,-0.5180363433
0.3000,0.0016562417,-0.1305227176,4.6573628742,0.2767557974,-0.2929098423
0.3100,0.0016562417,-0.6523975175,4.6088539611,0.3060698494,-0.8182050086
0.3200,0.0016562417,-0.1798892527,4.5991521785,0.2376703947,0.8327226894
0.3300,0.0016562417,-0.0156699624,4.6476610916,0.3060698494,-0.2428817307
0.3400,0.0016562417,-0.2534353153,4.5991521785,0.2572130961,-0.1178114514
0.3500,0.0016562417,-0.6131057855,4.6573628742,0.2865271481,-0.9682893400
0.3600,0.0016562417,-0.5204175971,4.5991521785,0.2767557974,0.4575118406
0.3700,0.0016562417,-0.2635101183,4.5506432652,0.2376703947,0.1323291089
0.3800,0.0016562417,-0.0771262612,4.5991521785,0.2669844468,0.6326102361
0.3900,0.0016562417,-0.0771262612,4.6088539611,0.2962984987,-0.4930222877
0.4000,0.0016562417,-0.0045876790,4.6088539611,0.2572130961,-0.4680082321
0.4100,0.0016562417,-0.4307518496,4.5991521785,0.2767557974,-1.0683455605
0.4200,0.0016562417,-0.4912006681,4.5506432652,0.2181276934,-1.1684017807
0.4300,0.0016562417,0.0830631079,4.6282575263,0.2669844468,0.3824696714
0.4400,0.0016562417,-0.0247372852,4.6088539611,0.2669844468,-0.9933033952
0.4500,0.0016562417,-0.2997794095,4.6864682220,0.2669844468,-1.1684017807
0.4600,0.0016562417,-0.1547022450,4.5991521785,0.2278990441,-0.3179238981
0.4700,0.0016562417,-0.2614951577,4.6282575263,0.2865271481,-1.0183174503
0.4800,0.0016562417,-0.0176849230,4.6573628742,0.3353839012,1.1829194862
0.4900,0.0016562417,-0.3148916141,4.6379593090,0.3549266025,-0.5680644544
0.5000,0.0016562417,0.1606390917,4.6185557437,0.3256125506,-0.9682893400
0.5100,0.0016562417,-0.3964975191,4.5894503958,0.3158412000,-0.7181487872
0.5200,0.0016562417,-0.5294849199,4.5797486132,0.2181276934,-0.4429941765
0.5300,0.0016562417,-0.3733254720,4.6185557437,0.2767557974,-1.5185985485
0.5400,0.0016562417,-0.1728368905,4.6088539611,0.2083563427,-0.1178114514
0.5500,0.0016562417,0.2563497210,4.6088539611,0.1888136413,-0.7431628426
0.5600,0.0016562417,-0.1184329539,4.5991521785,0.2278990441,-0.6931347318
0.5700,0.0016562417,-0.6050459430,4.5894503958,0.2083563427,0.0322728845
0.5800,0.0016562417,-0.0569766550,4.6767664394,0.3158412000,-0.2178676749
0.5900,0.0016562417,-0.4005274403,4.6185557437,0.3158412000,-0.0927973955
0.6000,0.0016562417,0.0357115334,4.5991521785,0.3451552519,-1.0433315054
0.6100,0.0016562417,0.0155619272,4.5797486132,0.3256125506,-1.2684580005
0.6200,0.0016562417,0.2321701936,4.6670646568,0.3940120049,-1.3685142199
0.6300,0.0016562417,-0.1859341346,4.6185557437,0.2962984987,-0.6180925654
0.6400,0.0016562417,-0.7249360998,4.6476610916,0.2767557974,-1.3935282747
