Time,Encoder,Drag,Pitch,Roll,Heave
Seconds,Meters,Newtons,Degrees,Degrees,mm
0.0000,0.0011041611,0.3611276731,4.6379593090,0.3256125506,-0.9182612296
0.0100,0.0011041611,-0.1375750797,4.6185557437,0.3158412000,-0.9933033952
0.0200,0.0011041611,-0.6513900372,4.6282575263,0.2572130961,-0.7681768979
0.0300,0.0011041611,-0.4337742905,4.6088539611,0.2181276934,-0.1178114514
0.0400,0.0011041611,-0.3189215353,4.6088539611,0.1790422906,-0.5180363433
0.0500,0.0011041611,-0.1547022450,4.6282575263,0.2572130961,-1.2184298906
0.0600,0.0011041611,-0.2544427956,4.6088539611,0.2669844468,-0.9432752848
0.0700,0.0011041611,-0.6312404310,4.6088539611,0.2767557974,0.5325540100
0.0800,0.0011041611,-0.1335451585,4.6379593090,0.3256125506,-1.9938655835
0.0900,0.0011041611,-0.5415746836,4.6282575263,0.2962984987,-1.4935844938
0.1000,0.0011041611,-0.1808967330,4.6670646568,0.3353839012,-0.7431628426
0.1100,0.0011041611,0.4286288538,4.6282575263,0.2962984987,-1.2184298906
0.1200,0.0011041611,-0.3269813778,4.6573628742,0.2669844468,-2.0188796378
0.1300,0.0011041611,0.1354520839,4.6476610916,0.2767557974,-1.2434439456
0.1400,0.0011041611,-0.4579538179,4.6185557437,0.1888136413,-0.6180925654
0.1500,0.0011041611,-0.0338046079,4.6088539611,0.2669844468,-0.1928536191
0.1600,0.0011041611,-0.2393305909,4.6282575263,0.2278990441,0.1573431650
0.1700,0.0011041611,0.0347040531,4.6185557437,0.2865271481,-0.3679520095
0.1800,0.0011041611,0.0276516909,4.6088539611,0.2962984987,-1.4935844938
0.1900,0.0011041611,-0.7259435801,4.6670646568,0.3451552519,-1.2684580005
0.2000,0.0011041611,-0.6937042102,4.5797486132,0.3158412000,-0.1428255073
0.2100,0.0011041611,0.0306741318,4.6476610916,0.3256125506,-0.4179801209
0.2200,0.0011041611,0.0619060214,4.5797486132,0.2376703947,-0.1178114514
0.2300,0.0011041611,-0.2302632681,4.6282575263,0.2083563427,1.1078773151
0.2400,0.0011041611,-0.4116097237,4.6185557437,0.1985849920,-0.1178114514
0.2500,0.0011041611,-0.7481081469,4.5991521785,0.2278990441,-1.3685142199
0.2600,0.0011041611,-0.5486270457,4.6282575263,0.1888136413,-1.0433315054
0.2700,0.0011041611,0.0205993287,4.5894503958,0.2767557974,-0.6931347318
0.2800,0.0011041611,0.3520603503,4.6670646568,0.3353839012,0.4324977842
0.2900,0.0011041611,-0.0388420095,4.6476610916,0.3842406543,0.1823572212
0.3000,0.0011041611,-0.5778439747,4.6185557437,0.3451552519,-1.3685142199
0.3100,0.0011041611,-0.6433301948,4.6379593090,0.3353839012,-0.6180925654
0.3200,0.0011041611,-0.2776148427,4.5991521785,0.2474417454,-1.5936407124
0.3300,0.0011041611,0.4890776723,4.6282575263,0.1594995892,-1.2434439456
0.3400,0.0011041611,-0.2544427956,4.6282575263,0.2278990441,-0.8182050086
0.3500,0.0011041611,-0.5869112975,4.6670646568,0.2181276934,-1.5686266578
0.3600,0.0011041611,-0.5254549986,4.6476610916,0.2572130961,-0.3179238981
0.3700,0.0011041611,-0.2574652365,4.5991521785,0.2669844468,0.1323291089
0.3800,0.0011041611,-0.0055951593,4.6185557437,0.3256125506,-0.6681206763
0.3900,0.0011041611,-0.1829116936,4.6088539611,0.3744693037,-0.4680082321
0.4000,0.0011041611,-0.5103427940,4.6282575263,0.3451552519,-0.3179238981
0.4100,0.0011041611,-0.3713105114,4.6185557437,0.3158412000,0.0572869406
0.4200,0.0011041611,-0.8891553901,4.6282575263,0.2669844468,-1.5686266578
0.4300,0.0011041611,0.1092575959,4.6088539611,0.2767557974,0.0823009967
0.4400,0.0011041611,-0.4549313770,4.6379593090,0.2083563427,-0.3179238981
0.4500,0.0011041611,-0.3612357083,4.6379593090,0.2278990441,-0.0677833395
0.4600,0.0011041611,0.0326890924,4.5991521785,0.1985849920,-0.7431628426
0.4700,0.0011041611,-0.4932156287,4.6670646568,0.2767557974,-1.5436126031
0.4800,0.0011041611,-0.4267219284,4.6185557437,0.3060698494,-0.4680082321
0.4900,0.0011041611,-0.2111211423,4.6573628742,0.3353839012,-0.2929098423
0.5000,0.0011041611,0.2543347604,4.6088539611,0.3256125506,-0.3429379538
0.5100,0.0011041611,-0.3038093307,4.6282575263,0.3060698494,-0.4179801209
0.5200,0.0011041611,-0.1798892527,4.6088539611,0.2865271481,-0.4179801209
0.5300,0.0011041611,-0.7017640527,4.6088539611,0.2962984987,-0.1928536191
0.5400,0.0011041611,-0.0962683871,4.6670646568,0.2767557974,-0.2929098423
0.5500,0.0011041611,-0.0720888597,4.5894503958,0.2474417454,-1.4685704390
0.5600,0.0011041611,0.4709430268,4.5797486132,0.2181276934,-0.8182050086
0.5700,0.0011041611,0.3077312167,4.6379593090,0.2278990441,-0.3929660652
0.5800,0.0011041611,-0.4347817708,4.6088539611,0.2376703947,-0.8182050086
0.5900,0.0011041611,-0.5516494867,4.6088539611,0.3158412000,-0.9682893400
0.6000,0.0011041611,-0.1043282295,4.5894503958,0.2767557974,-0.8932471744
0.6100,0.0011041611,-0.1536947647,4.6282575263,0.2865271481,-0.4680082321
0.6200,0.0011041611,-0.1526872844,4.6282575263,0.3256125506,-0.5680644544
0.6300,0.0011041611,-0.4146321647,4.6185557437,0.2865271481,-0.0427692836
0.6400,0.0011041611,-0.7158687770,4.6476610916,0.2962984987,-0.2428817307
0.6500,0.0011041611,-0.1325376782,4.6185557437,0.2572130961,-0.5180363433
0.6600,0.0011041611,0.0075020847,4.6185557437,0.2278990441,0.8577367462
0.6700,0.0011041611,-0.4247069677,4.6185557437,0.2669844468,0.1573431650
0.6800,0.0011041611,-0.2463829531,4.6476610916,0.2572130961,-0.4680082321
0.6900,0.0011041611,-0.1839191739,4.6185557437,0.2767557974,-1.0683455605
0.7000,0.0011041611,-0.1083581508,4.5991521785,0.2669844468,-0.2929098423
0.7100,0.0011041611,0.1566091704,4.6379593090,0.3353839012,-1.1183736706
0.7200,0.0011041611,-0.8599384611,4.6282575263,0.3158412000,-0.9182612296
0.7300,0.0011041611,0.1918709812,4.6573628742,0.2767557974,-0.7431628426
0.7400,0.0011041611,-0.0247372852,4.5797486132,0.2572130961,0.3574556150
0.7500,0.0011041611,-0.0348120882,4.6379593090,0.2474417454,0.9327789166
0.7600,0.0011041611,-0.1778742921,4.6573628742,0.2572130961,-1.2934720554
0.7700,0.0011041611,0.0820556276,4.5894503958,0.1790422906,-0.5180363433
0.7800,0.0011041611,0.0236217697,4.6282575263,0.2767557974,-0.2678957865
0.7900,0.0011041611,0.2775068075,4.5991521785,0.2962984987,-0.5180363433
0.8000,0.0011041611,-0.2282483075,4.5991521785,0.2865271481,0.7826945760
0.8100,0.0011041611,-0.5506420063,4.6282575263,0.3353839012,-1.2434439456
0.8200,0.0011041611,-0.4025424010,4.6282575263,0.2962984987,-0.0427692836
0.8300,0.0011041611,-0.0892160249,4.6573628742,0.2865271481,-0.5930785099
0.8400,0.0011041611,-0.4559388573,4.6573628742,0.2669844468,-0.6931347318
0.8500,0.0011041611,0.2049682252,4.6379593090,0.2767557974,-1.0433315054
0.8600,0.0011041611,-0.6030309824,4.6282575263,0.2474417454,-0.8432190639
0.8700,0.0011041611,-0.7138538164,4.6088539611,0.2181276934,-0.4179801209
0.8800,0.0011041611,-0.1103731114,4.6088539611,0.1594995892,-1.2184298906
0.8900,0.0011041611,-0.3854152357,4.6088539611,0.2474417454,0.5325540100
0.9000,0.0011041611,0.0881005094,4.6476610916,0.3256125506,-1.1934158357
0.9100,0.0011041611,0.0105245257,4.6185557437,0.3060698494,-0.3679520095
0.9200,0.0011041611,-0.3874301963,4.6767664394,0.3549266025,-0.8182050086
0.9300,0.0011041611,-0.6342628720,4.6088539611,0.3744693037,-0.5680644544
0.9400,0.0011041611,0.0689583836,4.6476610916,0.3060698494,-0.9933033952
0.9500,0.0011041611,0.1062351550,4.6573628742,0.2572130961,-1.1433877257
0.9600,0.0011041611,-0.1174254736,4.6476610916,0.2474417454,-0.5930785099
0.9700,0.0011041611,-0.5748215338,4.6379593090,0.2278990441,-0.4429941765
0.9800,0.0011041611,-0.4811258650,4.6185557437,0.2376703947,-0.0427692836
0.9900,0.0011041611,-0.7773250758,4.6088539611,0.2572130961,-0.8432190639
1.0000,0.0011041611,-0.0166774427,4.5991521785,0.3256125506,-1.0183174503
1.0100,0.0011041611,-0.1335451585,4.6379593090,0.3256125506,0.6075961795
1.0200,0.0011041611,-0.1849266543,4.6282575263,0.3353839012,-0.0177552276
1.0300,0.0011041611,-0.2504128743,4.5991521785,0.2669844468,0.1323291089
1.0400,0.0011041611,-0.3471309840,4.6282575263,0.2865271481,-0.4179801209
1.0500,0.0011041611,-0.0821636628,4.6379593090,0.2572130961,-0.1178114514
