Time,Encoder,Drag,Pitch,Roll,Heave
Seconds,Meters,Newtons,Degrees,Degrees,mm
0.0000,0.0000000000,-0.0630215369,4.6379593090,0.2083563427,0.6576242927
0.0100,0.0000000000,-0.0227223245,4.6476610916,0.1985849920,-0.7181487872
0.0200,0.0000000000,0.0941453913,4.6476610916,0.2376703947,-1.2434439456
0.0300,0.0000000000,0.1233623202,4.6864682220,0.3256125506,-0.1428255073
0.0400,0.0000000000,-0.3269813778,4.6573628742,0.3646979531,-1.4185423295
0.0500,0.0000000000,0.3006788546,4.6379593090,0.2962984987,-0.9182612296
0.0600,0.0000000000,-0.2282483075,4.6573628742,0.3060698494,1.1829194862
0.0700,0.0000000000,0.0961603519,4.6573628742,0.2767557974,-0.8182050086
0.0800,0.0000000000,0.0649284623,4.6670646568,0.3060698494,1.6832006319
0.0900,0.0000000000,-0.6564274388,4.6670646568,0.3158412000,-0.9432752848
0.1000,0.0000000000,0.2432524770,4.6282575263,0.2865271481,-1.3184861103
0.1100,0.0000000000,-0.0358195686,4.6282575263,0.3158412000,-1.1934158357
0.1200,0.0000000000,-0.3954900388,4.6282575263,0.2572130961,-0.0677833395
0.1300,0.0000000000,-0.4942231090,4.6282575263,0.2767557974,-0.3679520095
0.1400,0.0000000000,-0.1033207492,4.5991521785,0.2474417454,-0.6431066209
0.1500,0.0000000000,0.3067237364,4.6476610916,0.2962984987,0.7826945760
0.1600,0.0000000000,0.2110131071,4.6282575263,0.2767557974,0.4825258970
0.1700,0.0000000000,0.0437713758,4.6767664394,0.2181276934,-1.2434439456
0.1800,0.0000000000,-0.2947420079,4.6573628742,0.2865271481,-0.7431628426
0.1900,0.0000000000,0.5193020816,4.6573628742,0.2669844468,0.0823009967
0.2000,0.0000000000,-0.1587321662,4.6379593090,0.2865271481,-0.4179801209
0.2100,0.0000000000,-0.0358195686,4.6573628742,0.3158412000,0.5825821230
0.2200,0.0000000000,-0.3592207477,4.6573628742,0.3158412000,-0.0677833395
0.2300,0.0000000000,-0.2836597245,4.6670646568,0.3549266025,-0.7931909533
0.2400,0.0000000000,-0.0559691747,4.6088539611,0.2572130961,-1.4185423295
0.2500,0.0000000000,0.0175768878,4.6573628742,0.3158412000,-0.7681768979
0.2600,0.0000000000,-0.0761187809,4.6088539611,0.2083563427,-1.3184861103
0.2700,0.0000000000,0.0266442106,4.6573628742,0.2572130961,-0.2428817307
0.2800,0.0000000000,-0.3320187793,4.6379593090,0.1790422906,-0.3429379538
0.2900,0.0000000000,-0.6161282264,4.6282575263,0.2278990441,-0.1178114514
0.3000,0.0000000000,-0.4156396450,4.6282575263,0.3060698494,-0.8182050086
0.3100,0.0000000000,0.2684394847,4.6379593090,0.3353839012,0.2323853336
0.3200,0.0000000000,0.4205690113,4.6476610916,0.3842406543,-0.7931909533
0.3300,0.0000000000,0.0034721635,4.6185557437,0.3158412000,-0.7181487872
0.3400,0.0000000000,-0.7047864936,4.6476610916,0.3451552519,0.5575680665
0.3500,0.0000000000,-0.4519089361,4.6379593090,0.2572130961,0.2073712774
0.3600,0.0000000000,-0.1194404342,4.6476610916,0.2962984987,0.2073712774
0.3700,0.0000000000,0.4135166492,4.6185557437,0.2181276934,-0.5680644544
0.3800,0.0000000000,0.0125394863,4.6767664394,0.2181276934,0.1823572212
0.3900,0.0000000000,0.0578761002,4.5991521785,0.2278990441,0.2824134461
0.4000,0.0000000000,0.0024646832,4.6670646568,0.2669844468,-0.4680082321
0.4100,0.0000000000,-0.0801487021,4.5700468305,0.2474417454,-1.0183174503
0.4200,0.0000000000,0.3238509017,4.6185557437,0.3353839012,-0.6180925654
0.4300,0.0000000000,-0.2876896457,4.6864682220,0.3842406543,-0.1678395632
0.4400,0.0000000000,-0.3551908264,4.6282575263,0.3060698494,-0.9432752848
0.4500,0.0000000000,0.3178060198,4.6767664394,0.2767557974,-1.2934720554
0.4600,0.0000000000,0.1797812175,4.6185557437,0.2767557974,-0.9933033952
0.4700,0.0000000000,0.2956414530,4.6476610916,0.2474417454,0.1323291089
0.4800,0.0000000000,0.0175768878,4.6379593090,0.2278990441,-0.6431066209
0.4900,0.0000000000,-1.0372549955,4.5894503958,0.2376703947,-0.7181487872
0.5000,0.0000000000,-0.2514203546,4.6476610916,0.2865271481,-1.3935282747
0.5100,0.0000000000,-0.4629912195,4.6088539611,0.3451552519,-0.3429379538
0.5200,0.0000000000,0.3500453897,4.6088539611,0.2865271481,-0.9933033952
0.5300,0.0000000000,0.4628831843,4.6379593090,0.3549266025,-1.4935844938
0.5400,0.0000000000,-0.3521683855,4.6767664394,0.3158412000,0.1823572212
0.5500,0.0000000000,-0.1234703554,4.6282575263,0.2474417454,0.0072588285
0.5600,0.0000000000,-0.1970164180,4.6573628742,0.2474417454,0.1073150528
0.5700,0.0000000000,0.0064946044,4.6282575263,0.2474417454,-0.6180925654
0.5800,0.0000000000,-0.0599990960,4.6573628742,0.2669844468,1.1078773151
0.5900,0.0000000000,-0.0146624821,4.6282575263,0.2278990441,0.2824134461
0.6000,0.0000000000,0.1243698005,4.6476610916,0.2962984987,0.1573431650
0.6100,0.0000000000,-0.8135943669,4.5797486132,0.2669844468,-0.4179801209
0.6200,0.0000000000,0.1062351550,4.5894503958,0.3060698494,-0.9432752848
0.6300,0.0000000000,0.1052276747,4.5797486132,0.2865271481,0.4324977842
0.6400,0.0000000000,0.3893371218,4.6573628742,0.2669844468,-0.1928536191
