Time,Encoder,Drag,Pitch,Roll,Heave
Seconds,Meters,Newtons,Degrees,Degrees,mm
0.0000,-0.0005520806,-0.0767090347,3.8036059847,0.3842406543,-1.0612079840
0.0100,-0.0005520806,-0.0495070664,3.8036059847,0.4330974072,-0.2357437897
0.0200,-0.0005520806,0.0250464765,3.7939042016,0.5796676653,-0.1857156560
0.0300,-0.0005520806,0.0200090749,3.7939042016,0.5992103662,-0.5609266569
0.0400,-0.0005520806,-0.0253275390,3.8036059847,0.6969238708,0.0644250140
0.0500,-0.0005520806,-0.2006291127,3.8230095508,0.6676098195,-0.4608703905
0.0600,-0.0005520806,0.1660937197,3.7453952862,0.4526401084,0.2895516189
0.0700,-0.0005520806,-0.0041704525,3.7550970693,0.3842406543,0.4396360231
0.0800,-0.0005520806,-0.4121999776,3.7453952862,0.3256125506,0.3645938209
0.0900,-0.0005520806,0.0572858463,3.7453952862,0.3549266025,-0.4358563238
0.1000,-0.0005520806,-0.5592921026,3.7550970693,0.3158412000,-0.3107859902
0.1100,-0.0005520806,0.0975850587,3.7550970693,0.3940120049,-0.0606453212
0.1200,-0.0005520806,-0.0082003737,3.8133077678,0.5210395622,0.7648189016
0.1300,-0.0005520806,-0.0233125784,3.7842024186,0.5796676653,-0.7360251224
0.1400,-0.0005520806,0.0925476571,3.7550970693,0.5698963148,-0.7360251224
0.1500,-0.0005520806,-0.4414169065,3.7745006355,0.5698963148,0.0394109469
0.1600,-0.0005520806,-0.5623145436,3.7453952862,0.4233260567,0.6147344957
0.1700,-0.0005520806,-0.1432027351,3.7745006355,0.3744693037,-1.0862220501
0.1800,-0.0005520806,0.0492260039,3.8036059847,0.3842406543,0.1144531483
0.1900,-0.0005520806,0.1106823027,3.8133077678,0.3940120049,-0.4108422571
0.2000,-0.0005520806,-0.3870129698,3.7939042016,0.4135547061,-0.6609829230
0.2100,-0.0005520806,-0.1089484046,3.8230095508,0.4819541600,0.6397485633
0.2200,-0.0005520806,-0.0112228147,3.8230095508,0.5698963148,0.1644812826
0.2300,-0.0005520806,0.0633307282,3.8036059847,0.5698963148,-0.0856593882
0.2400,-0.0005520806,-0.0142452556,3.8036059847,0.5503536137,0.2395234843
0.2500,-0.0005520806,0.1439291529,3.7647988524,0.5014968611,-0.4108422571
0.2600,-0.0005520806,-0.2872724193,3.7842024186,0.4135547061,0.7398048339
0.2700,-0.0005520806,-0.0122302950,3.7939042016,0.4233260567,-0.4358563238
0.2800,-0.0005520806,0.0542634054,3.7939042016,0.3549266025,0.2895516189
0.2900,-0.0005520806,0.0089267915,3.8036059847,0.3353839012,-0.6859969895
0.3000,-0.0005520806,0.0532559251,3.7842024186,0.3060698494,-0.4358563238
0.3100,-0.0005520806,-0.2358909235,3.8230095508,0.4624114589,0.8398611048
0.3200,-0.0005520806,0.3957992301,3.8036059847,0.5112682117,0.0394109469
0.3300,-0.0005520806,-0.5069031266,3.8036059847,0.5503536137,-1.2112923804
0.3400,-0.0005520806,0.2708716718,3.7550970693,0.5992103662,-0.6359688566
0.3500,-0.0005520806,-0.0736865938,3.7939042016,0.6089817167,0.1144531483
0.3600,-0.0005520806,0.1298244286,3.7842024186,0.5112682117,1.6403112848
0.3700,-0.0005520806,0.0754204919,3.8133077678,0.4428687578,-0.3608141237
0.3800,-0.0005520806,-0.1280905305,3.7647988524,0.3451552519,-0.7860532552
0.3900,-0.0005520806,-0.1290980108,3.7647988524,0.3060698494,0.5146782255
0.4000,-0.0005520806,-0.1139858062,3.8327113339,0.4135547061,-0.5108985238
0.4100,-0.0005520806,0.1086673421,3.8036059847,0.4135547061,-0.2857719234
0.4200,-0.0005520806,0.1529964757,3.8036059847,0.4330974072,-0.0856593882
0.4300,-0.0005520806,0.1409067120,3.8036059847,0.5210395622,-0.0356312542
0.4400,-0.0005520806,-0.0958511606,3.7745006355,0.5112682117,0.3645938209
0.4500,-0.0005520806,-0.4071625760,3.8036059847,0.5405822632,0.0894390811
0.4600,-0.0005520806,0.1630712788,3.8133077678,0.5503536137,0.9149033082
0.4700,-0.0005520806,0.3162082857,3.7745006355,0.4819541600,-0.1607015891
0.4800,-0.0005520806,-0.0192826571,3.8036059847,0.4330974072,0.7898329693
0.4900,-0.0005520806,-0.3164893482,3.8133077678,0.4428687578,0.1894953498
0.5000,-0.0005520806,-0.2167487977,3.8230095508,0.4037833555,0.1894953498
0.5100,-0.0005520806,-0.1442102154,3.7550970693,0.4233260567,0.3395797535
0.5200,-0.0005520806,-0.0646192710,3.8036059847,0.4526401084,-0.9361376530
0.5300,-0.0005520806,-0.2741751753,3.7842024186,0.5112682117,-0.7610391888
0.5400,-0.0005520806,-0.2489881675,3.7453952862,0.5014968611,1.5152409427
0.5500,-0.0005520806,-0.5663444648,3.7259917200,0.4721828095,-0.4608703905
